Gene,AUC,clusts,p.value,,,,
E330034G19Rik,0.999718785,10,9.93E-11,,,,
LOC100502936,0.999718785,10,1.61E-08,,,,
Oas1e,0.99943757,10,2.08E-08,,,,
Bcl2l10,0.99943757,10,1.16E-08,,,,
Oas1h,0.999156355,10,2.19E-11,,,,
9030224M15Rik,0.999156355,10,1.93E-27,,,,
Nlrp4b,0.998875141,10,1.26E-11,,,,
Mansc1,0.998875141,10,5.52E-13,,,,
Plac1l,0.998875141,10,4.40E-18,,,,
Fbxw22,0.998593926,10,5.29E-10,,,,
Casp8,0.998312711,10,2.04E-18,,,,
Obox1,0.998312711,10,9.21E-11,,,,
Gm813,0.998312711,10,4.46E-16,,,,
Gja4,0.998312711,10,3.99E-13,,,,
Fbxw28,0.998312711,10,1.17E-09,,,,
Bet3l,0.998031496,10,1.20E-19,,,,
Gm6150,0.998031496,10,1.36E-20,,,,
Obox2,0.997750281,10,4.76E-10,,,,
Fam54a,0.997187852,10,4.99E-07,,,,
C87499,0.997187852,10,2.81E-11,,,,
D6Ertd527e,0.997187852,10,1.70E-10,,,,
Fbxw14,0.996906637,10,3.44E-10,,,,
Txnip,0.996906637,10,1.76E-10,,,,
Meis2,0.996625422,10,1.35E-08,,,,
Tcl1,0.996625422,10,5.75E-07,,,,
Rfpl4,0.996625422,10,1.13E-10,,,,
Ninj2,0.996344207,10,3.99E-15,,,,
Dcp1a,0.996344207,10,2.69E-06,,,,
4930588N13Rik,0.996344207,10,4.60E-19,,,,
Tubal3,0.996344207,10,1.19E-15,,,,
Dnajb4,0.996062992,10,3.63E-14,,,,
Nlrp9a,0.996062992,10,2.43E-11,,,,
Bmp15,0.996062992,10,1.28E-07,,,,
Camk1g,0.996062992,10,3.35E-16,,,,
Tspan14,0.996062992,10,2.58E-06,,,,
Tgfb2,0.996062992,10,1.62E-08,,,,
Tet3,0.996062992,10,1.67E-06,,,,
Bach2,0.996062992,10,4.05E-09,,,,
Fbxw24,0.996062992,10,9.67E-09,,,,
AU022751,0.996062992,10,1.57E-06,,,,
BC030476,0.995781777,10,1.84E-09,,,,
Nkd1,0.995781777,10,2.46E-13,,,,
Oas1c,0.995781777,10,6.08E-08,,,,
Zfp750,0.995500562,10,5.94E-13,,,,
Rgs17,0.995500562,10,4.30E-09,,,,
C87414,0.995500562,10,2.09E-07,,,,
Itpr2,0.995500562,10,6.00E-11,,,,
Rgs2,0.995500562,10,1.10E-09,,,,
Chst7,0.995500562,10,5.43E-19,,,,
Ehf,0.995500562,10,7.49E-10,,,,
Oog4,0.995500562,10,1.25E-06,,,,
Krt12,0.995500562,10,1.47E-22,,,,
9230115E21Rik,0.995500562,10,2.20E-06,,,,
St6gal1,0.995219348,10,4.09E-13,,,,
Tctex1d1,0.995219348,10,1.57E-22,,,,
Gm17830,0.995219348,10,1.53E-24,,,,
Nobox,0.995219348,10,2.67E-13,,,,
Eif4e1b,0.995219348,10,3.95E-07,,,,
Obox5,0.995219348,10,7.73E-10,,,,
Slc45a3,0.994938133,10,1.02E-06,,,,
Fam13c,0.994938133,10,1.79E-13,,,,
Nudt7,0.994938133,10,4.31E-10,,,,
Eif4e3,0.994938133,10,8.23E-09,,,,
4933427D06Rik,0.994938133,10,4.31E-10,,,,
Tdrd12,0.994938133,10,1.24E-08,,,,
Khdc1b,0.994938133,10,2.53E-06,,,,
Gspt2,0.994938133,10,2.39E-09,,,,
Accsl,0.994938133,10,7.98E-10,,,,
Zbtb16,0.994938133,10,7.98E-10,,,,
Nfya,0.994656918,10,2.93E-06,,,,
Oog2,0.994656918,10,4.50E-14,,,,
Styk1,0.994656918,10,1.18E-13,,,,
Nlrp4a,0.994375703,10,1.74E-07,,,,
Sytl4,0.994375703,10,1.23E-13,,,,
Gm13084,0.994375703,10,3.18E-12,,,,
Esr2,0.994375703,10,6.89E-11,,,,
C86695,0.994375703,10,1.75E-18,,,,
Tbx4,0.994094488,10,1.07E-09,,,,
Afap1l2,0.994094488,10,2.30E-12,,,,
Fam110c,0.994094488,10,7.97E-22,,,,
Fbxw20,0.994094488,10,4.27E-09,,,,
Tceal8,0.993813273,10,1.65E-12,,,,
Hivep1,0.993813273,10,3.18E-06,,,,
Pabpc1l,0.993813273,10,9.50E-12,,,,
Arxes1,0.993813273,10,5.13E-23,,,,
Fbxw16,0.993813273,10,3.17E-10,,,,
Nlrp9b,0.993532058,10,6.25E-10,,,,
Tgfbr3,0.993532058,10,2.07E-10,,,,
AA619741,0.993532058,10,5.06E-12,,,,
Ptprr,0.993532058,10,1.64E-09,,,,
Tubb3,0.993532058,10,6.83E-07,,,,
Oog3,0.993532058,10,1.37E-09,,,,
Gm6762,0.993532058,10,3.17E-06,,,,
Ldhb,0.993532058,10,1.49E-07,,,,
Fbxw15,0.993532058,10,2.78E-09,,,,
Anks4b,0.993532058,10,1.89E-15,,,,
Gm4745,0.993532058,10,5.21E-13,,,,
Folr4,0.993250844,10,1.41E-11,,,,
Tgfb3,0.993250844,10,1.33E-16,,,,
Slc10a4,0.993250844,10,3.15E-19,,,,
Trim75,0.993250844,10,2.70E-10,,,,
Nanos2,0.992969629,10,1.39E-16,,,,
Adm2,0.992969629,10,6.26E-23,,,,
Slc30a3,0.992969629,10,3.13E-08,,,,
Lrrc17,0.992969629,10,1.58E-06,,,,
Rph3al,0.992969629,10,6.87E-15,,,,
Trim61,0.992969629,10,1.01E-08,,,,
Ccdc14,0.992688414,10,2.53E-06,,,,
Iltifb,0.992688414,10,1.13E-26,,,,
Slc39a6,0.992688414,10,2.37E-06,,,,
Fbxo43,0.992407199,10,1.60E-08,,,,
Kit,0.992407199,10,1.60E-08,,,,
Gm8801,0.992407199,10,8.95E-07,,,,
Umodl1,0.992407199,10,2.59E-13,,,,
1700024P16Rik,0.992407199,10,7.10E-10,,,,
Gm5868,0.992407199,10,2.56E-18,,,,
Opalin,0.992125984,10,1.50E-20,,,,
Dpysl3,0.992125984,10,6.13E-09,,,,
Dazl,0.992125984,10,4.72E-08,,,,
Morn4,0.992125984,10,4.48E-09,,,,
Nr2e1,0.992125984,10,4.39E-15,,,,
Wdr20a,0.991844769,10,3.17E-06,,,,
Fnbp1l,0.991844769,10,3.61E-06,,,,
Slc25a48,0.991844769,10,4.62E-09,,,,
Zc3h6,0.991844769,10,2.29E-11,,,,
Zar1,0.991844769,10,2.48E-14,,,,
Cd164l2,0.991844769,10,2.52E-07,,,,
Fbxw26,0.991844769,10,3.93E-09,,,,
Nlrp5,0.991844769,10,2.70E-07,,,,
Sybu,0.991563555,10,1.91E-23,,,,
C87977,0.991563555,10,1.78E-07,,,,
Gng3,0.991563555,10,1.17E-13,,,,
Nlrp4f,0.99128234,10,4.60E-08,,,,
Pla2g4c,0.991001125,10,4.28E-07,,,,
2210019I11Rik,0.991001125,10,8.16E-18,,,,
Znfx1,0.991001125,10,1.01E-06,,,,
Prelp,0.99071991,10,3.54E-18,,,,
Tshz2,0.99071991,10,1.17E-12,,,,
Ust,0.99071991,10,2.88E-10,,,,
Dstyk,0.99071991,10,1.93E-07,,,,
4930451I11Rik,0.990438695,10,1.73E-30,,,,
Btg4,0.990438695,10,7.21E-10,,,,
Kif17,0.990438695,10,1.48E-11,,,,
Oosp1,0.990438695,10,1.84E-10,,,,
Gm839,0.990438695,10,3.45E-13,,,,
D6Ertd474e,0.990438695,10,1.21E-12,,,,
Epsti1,0.99015748,10,9.73E-25,,,,
Nfrkb,0.99015748,10,4.41E-06,,,,
Igsf3,0.99015748,10,4.38E-06,,,,
Dcaf8,0.99015748,10,4.27E-06,,,,
Gm13023,0.99015748,10,1.47E-07,,,,
Ptpre,0.99015748,10,7.44E-10,,,,
Jag1,0.99015748,10,1.75E-08,,,,
Mfap2,0.989876265,10,5.28E-11,,,,
Frmd5,0.989876265,10,4.08E-12,,,,
Fbxw19,0.989876265,10,5.27E-08,,,,
Gm97,0.989876265,10,2.83E-12,,,,
D1Ertd622e,0.989595051,10,1.19E-07,,,,
Rspo2,0.989595051,10,4.11E-11,,,,
Miox,0.989313836,10,2.34E-11,,,,
E130306D19Rik,0.989313836,10,4.58E-06,,,,
Gm10436,0.989032621,10,2.12E-06,,,,
Tcl1b2,0.989032621,10,1.28E-11,,,,
Tmem72,0.989032621,10,2.25E-14,,,,
Zfp957,0.989032621,10,1.04E-07,,,,
Pkd2l2,0.988751406,10,1.64E-06,,,,
Lrrc8e,0.988751406,10,2.88E-07,,,,
Zfp92,0.988751406,10,5.16E-18,,,,
Ston2,0.988751406,10,8.85E-08,,,,
Musk,0.988751406,10,2.92E-16,,,,
Oas1f,0.988751406,10,3.40E-11,,,,
Ppp1r3d,0.988470191,10,6.81E-17,,,,
Plekhg1,0.988470191,10,6.59E-09,,,,
Phf15,0.988470191,10,9.00E-10,,,,
Chsy1,0.988188976,10,1.35E-07,,,,
Mfsd6,0.988188976,10,3.65E-11,,,,
Afap1,0.988188976,10,1.69E-09,,,,
Icosl,0.987907762,10,1.58E-06,,,,
A830018L16Rik,0.987907762,10,1.05E-07,,,,
Creb3l4,0.987907762,10,1.49E-11,,,,
Kera,0.987907762,10,5.02E-29,,,,
Cd55,0.987907762,10,1.96E-07,,,,
Tcl1b3,0.987626547,10,1.80E-12,,,,
Rhoh,0.987626547,10,5.18E-13,,,,
Zbed3,0.987626547,10,7.59E-07,,,,
Gm13103,0.987345332,10,2.08E-10,,,,
Sfmbt1,0.987345332,10,3.86E-06,,,,
Tcl1b5,0.987345332,10,5.39E-13,,,,
Astl,0.987345332,10,3.22E-09,,,,
A430033K04Rik,0.987345332,10,2.24E-09,,,,
Fam46b,0.987345332,10,1.86E-09,,,,
Piwil1,0.987345332,10,1.62E-17,,,,
A730082K24Rik,0.987345332,10,3.75E-17,,,,
Tcl1b1,0.987064117,10,2.28E-11,,,,
Tph1,0.987064117,10,1.02E-21,,,,
Il31ra,0.987064117,10,7.11E-18,,,,
Aass,0.986782902,10,2.97E-12,,,,
Sorbs2,0.986782902,10,1.09E-09,,,,
Rrm2b,0.986782902,10,4.81E-07,,,,
Trim60,0.986501687,10,5.92E-10,,,,
Zdhhc8,0.986501687,10,3.92E-13,,,,
Cnot6l,0.986220472,10,4.41E-06,,,,
Usp46,0.986220472,10,1.32E-06,,,,
Fbxw21,0.986220472,10,6.03E-08,,,,
Tnfaip8,0.985939258,10,1.13E-06,,,,
Tcl1b4,0.985939258,10,3.60E-11,,,,
Fcho1,0.985939258,10,4.25E-13,,,,
Spry4,0.985939258,10,2.72E-06,,,,
Gm1965,0.985939258,10,3.60E-11,,,,
Tsc22d1,0.985658043,10,6.04E-06,,,,
Strn,0.985658043,10,2.04E-06,,,,
Lpin2,0.985658043,10,9.95E-07,,,,
Slc4a8,0.985658043,10,1.84E-08,,,,
Kcnn2,0.985658043,10,6.90E-15,,,,
Trp63,0.985376828,10,5.38E-17,,,,
Iqgap2,0.985376828,10,1.21E-10,,,,
Efcab6,0.985376828,10,2.07E-11,,,,
Taf9b,0.985376828,10,5.22E-12,,,,
Mat2b,0.985376828,10,6.37E-06,,,,
Fbxw13,0.985376828,10,2.78E-09,,,,
5730419I09Rik,0.985095613,10,5.00E-06,,,,
Vav3,0.985095613,10,2.16E-15,,,,
Ccno,0.985095613,10,1.54E-11,,,,
Prdm16,0.984814398,10,2.63E-08,,,,
Dnahc8,0.984814398,10,5.51E-08,,,,
Slco3a1,0.984814398,10,8.07E-12,,,,
Oog1,0.984533183,10,2.70E-08,,,,
Plac8,0.984533183,10,3.16E-11,,,,
Auh,0.984251969,10,3.45E-07,,,,
Th,0.984251969,10,3.46E-13,,,,
Wfs1,0.984251969,10,3.20E-07,,,,
Kcnq1,0.984251969,10,6.93E-19,,,,
Pecr,0.984251969,10,9.09E-07,,,,
Gzf1,0.983970754,10,4.87E-06,,,,
Rnf141,0.983970754,10,2.19E-08,,,,
Klhl8,0.983970754,10,1.03E-07,,,,
Mbl2,0.983689539,10,3.53E-11,,,,
Rapgef5,0.983689539,10,1.09E-08,,,,
Adamtsl1,0.983689539,10,9.38E-12,,,,
BC017612,0.983689539,10,4.00E-09,,,,
Plxna4,0.983689539,10,8.73E-14,,,,
Pdp1,0.983689539,10,2.77E-09,,,,
Zp1,0.983689539,10,4.54E-12,,,,
Nlrp4e,0.983689539,10,1.56E-06,,,,
Dclk2,0.983408324,10,4.95E-07,,,,
Fam160a1,0.983408324,10,6.88E-07,,,,
Cacna2d3,0.983127109,10,6.08E-18,,,,
Flrt3,0.982845894,10,1.26E-10,,,,
Tle6,0.982845894,10,7.68E-07,,,,
Npm2,0.982845894,10,4.21E-07,,,,
Rhpn2,0.982845894,10,5.15E-06,,,,
C86187,0.982845894,10,2.45E-08,,,,
Ooep,0.982845894,10,7.13E-06,,,,
D7Ertd443e,0.982564679,10,4.51E-09,,,,
Cnot7,0.982564679,10,7.75E-06,,,,
C8b,0.982564679,10,1.04E-13,,,,
7420426K07Rik,0.982564679,10,6.21E-15,,,,
Cpa1,0.982283465,10,4.65E-09,,,,
Klf7,0.982283465,10,7.23E-13,,,,
Nlrp9c,0.982283465,10,3.76E-12,,,,
Ehbp1,0.98200225,10,6.42E-07,,,,
Angel2,0.981721035,10,7.57E-06,,,,
Pld1,0.981721035,10,7.96E-07,,,,
1700026J04Rik,0.981721035,10,1.31E-14,,,,
Pcgf1,0.981721035,10,7.84E-06,,,,
Stard5,0.981721035,10,1.92E-09,,,,
Rnf24,0.981721035,10,7.35E-06,,,,
Akirin2,0.981721035,10,8.42E-06,,,,
Nrp1,0.98143982,10,1.50E-10,,,,
8430410A17Rik,0.981158605,10,4.95E-06,,,,
Dusp1,0.981158605,10,2.09E-06,,,,
Eef2k,0.981158605,10,1.38E-06,,,,
Lsp1,0.981158605,10,2.64E-10,,,,
Map3k6,0.981158605,10,2.37E-07,,,,
Nlrp2,0.98087739,10,9.58E-12,,,,
Bin3,0.98087739,10,2.14E-06,,,,
Birc3,0.98087739,10,8.53E-06,,,,
Rab32,0.98087739,10,2.30E-17,,,,
Epc1,0.980596175,10,7.50E-06,,,,
Ctnna3,0.980596175,10,9.23E-13,,,,
Gyg,0.980596175,10,4.17E-06,,,,
Pcdh9,0.980596175,10,7.44E-10,,,,
Arntl,0.980596175,10,1.17E-06,,,,
Kbtbd8,0.980314961,10,5.85E-06,,,,
Tcf7,0.980314961,10,2.92E-10,,,,
Fam110b,0.980033746,10,1.64E-07,,,,
Gfra1,0.980033746,10,1.92E-19,,,,
Nhsl1,0.979752531,10,1.56E-06,,,,
Naa40,0.979752531,10,9.78E-06,,,,
Papd7,0.979471316,10,6.81E-06,,,,
Slc5a4a,0.979471316,10,4.85E-29,,,,
Nostrin,0.979471316,10,1.68E-08,,,,
P4ha3,0.979471316,10,2.26E-08,,,,
Fmn2,0.979190101,10,5.92E-08,,,,
2610034M16Rik,0.979190101,10,3.50E-14,,,,
Mro,0.979190101,10,1.73E-13,,,,
Wee2,0.978908886,10,4.76E-11,,,,
Wdr20b,0.978908886,10,1.35E-06,,,,
St7,0.978627672,10,1.83E-08,,,,
Mllt3,0.978346457,10,4.97E-06,,,,
1700001L05Rik,0.978346457,10,2.92E-08,,,,
Nsun4,0.977784027,10,4.52E-06,,,,
Arxes2,0.977784027,10,8.20E-21,,,,
Mest,0.977784027,10,1.18E-06,,,,
Cobll1,0.977784027,10,1.66E-07,,,,
Parp12,0.977784027,10,4.07E-08,,,,
Cdk20,0.977502812,10,1.11E-07,,,,
Ern1,0.977502812,10,3.30E-07,,,,
Senp1,0.977502812,10,1.16E-05,,,,
Nlrp14,0.977221597,10,4.72E-07,,,,
Feb-00,0.976940382,10,2.49E-16,,,,
Lmo7,0.976940382,10,1.03E-05,,,,
Cenpj,0.976940382,10,6.88E-06,,,,
E2f5,0.976940382,10,1.13E-05,,,,
Dcp2,0.976659168,10,1.23E-05,,,,
Hnmt,0.976659168,10,6.35E-11,,,,
Esrp1,0.976377953,10,1.25E-05,,,,
Mier2,0.976377953,10,4.61E-06,,,,
Zar1l,0.976377953,10,5.45E-14,,,,
Ssbp2,0.976377953,10,1.98E-08,,,,
Mthfd2,0.976096738,10,1.09E-05,,,,
Dock3,0.976096738,10,5.25E-09,,,,
Padi6,0.976096738,10,4.86E-06,,,,
Btbd2,0.976096738,10,2.87E-07,,,,
Prkcb,0.976096738,10,1.67E-13,,,,
Nfil3,0.976096738,10,4.44E-07,,,,
Pou4f1,0.976096738,10,3.66E-08,,,,
Gmpr,0.976096738,10,5.99E-12,,,,
Pcdh15,0.975815523,10,2.00E-09,,,,
Cpeb1,0.975815523,10,8.23E-08,,,,
Snph,0.975815523,10,1.03E-13,,,,
Ccdc30,0.975815523,10,5.95E-14,,,,
Gnrh1,0.975815523,10,1.87E-14,,,,
Camk2g,0.975815523,10,1.23E-05,,,,
Zfp108,0.975815523,10,2.00E-09,,,,
Dnahc7b,0.975534308,10,2.51E-08,,,,
Fam125b,0.975534308,10,1.66E-09,,,,
Wdr47,0.975534308,10,8.76E-06,,,,
Plce1,0.975534308,10,1.81E-13,,,,
Adcy5,0.975534308,10,3.86E-11,,,,
Cep55,0.975253093,10,1.20E-05,,,,
Dicer1,0.975253093,10,1.37E-05,,,,
Tmem169,0.975253093,10,5.84E-15,,,,
Sebox,0.975253093,10,5.11E-13,,,,
Ggct,0.975253093,10,3.96E-06,,,,
Pdgfrl,0.974971879,10,3.14E-12,,,,
Arhgap26,0.974971879,10,1.42E-08,,,,
Gm10035,0.974971879,10,1.90E-10,,,,
Ccnb3,0.974971879,10,1.98E-13,,,,
Pias1,0.974690664,10,1.33E-05,,,,
Enpp2,0.974690664,10,1.21E-14,,,,
Arhgap12,0.974690664,10,1.32E-05,,,,
Gbas,0.974690664,10,7.50E-06,,,,
Pramef12,0.974409449,10,8.71E-06,,,,
Fndc3a,0.974409449,10,1.12E-05,,,,
Rab3b,0.974409449,10,3.34E-07,,,,
6820408C15Rik,0.974128234,10,2.25E-13,,,,
Mkln1,0.974128234,10,1.49E-05,,,,
Pard6g,0.973847019,10,1.23E-10,,,,
Golga5,0.973565804,10,1.51E-05,,,,
Rora,0.973565804,10,5.53E-21,,,,
Tmem164,0.973565804,10,1.09E-06,,,,
Lsm14b,0.973565804,10,1.27E-05,,,,
Wdr60,0.973284589,10,4.82E-07,,,,
Mtcp1,0.973284589,10,3.70E-07,,,,
Laptm4b,0.973003375,10,1.27E-05,,,,
Mettl7a2,0.973003375,10,1.75E-08,,,,
Cdca7l,0.97272216,10,1.89E-10,,,,
Mdga2,0.97272216,10,5.29E-16,,,,
Uchl1,0.97272216,10,7.53E-06,,,,
4930455F23Rik,0.972440945,10,1.90E-09,,,,
Chn1,0.97215973,10,2.14E-06,,,,
Fip1l1,0.97215973,10,1.73E-05,,,,
Gm3143,0.97215973,10,4.10E-08,,,,
Myo5b,0.971878515,10,1.57E-05,,,,
Fam117b,0.971878515,10,1.65E-05,,,,
Tox,0.9715973,10,1.30E-16,,,,
Arhgap20,0.9715973,10,6.59E-14,,,,
Csrp2bp,0.971316085,10,1.83E-05,,,,
C1qtnf5|Mfrp,0.971316085,10,1.20E-13,,,,
Adamts3,0.971316085,10,6.79E-16,,,,
Rph3a,0.971034871,10,1.29E-10,,,,
Cdh2,0.971034871,10,1.30E-08,,,,
Gstt1,0.970753656,10,1.31E-18,,,,
Galm,0.970753656,10,2.15E-06,,,,
G6pdx,0.970753656,10,1.39E-05,,,,
Wfdc3,0.970753656,10,3.43E-16,,,,
Cpsf4l,0.970472441,10,5.45E-09,,,,
Arhgap28,0.970472441,10,8.39E-08,,,,
Calr4,0.970472441,10,8.59E-07,,,,
Bod1,0.970472441,10,1.95E-05,,,,
Fetub,0.970191226,10,1.56E-09,,,,
Tsga14,0.970191226,10,7.28E-06,,,,
Antxr2,0.970191226,10,8.23E-14,,,,
Fkbp5,0.969910011,10,1.75E-05,,,,
Hist2h3b,0.969910011,10,1.60E-19,,,,
E2f2,0.969910011,10,1.93E-06,,,,
Usp30,0.969910011,10,1.04E-05,,,,
Fam167a,0.969347582,10,1.22E-12,,,,
Rnf220,0.969347582,10,1.82E-05,,,,
Lrch1,0.969347582,10,1.55E-08,,,,
Macrod2,0.969066367,10,1.34E-08,,,,
Ano10,0.969066367,10,3.59E-08,,,,
Gng12,0.968785152,10,1.10E-05,,,,
Katnal2,0.968785152,10,1.48E-17,,,,
2700049A03Rik,0.968785152,10,1.99E-05,,,,
1110003E01Rik,0.968785152,10,4.24E-06,,,,
Dpy19l1,0.968785152,10,1.76E-05,,,,
Usp3,0.968785152,10,4.24E-06,,,,
Stard7,0.968785152,10,2.04E-05,,,,
Gnpda2,0.968785152,10,1.34E-05,,,,
BC048403,0.968503937,10,1.57E-06,,,,
Ptpn21,0.968222722,10,2.21E-05,,,,
Cbx2,0.968222722,10,9.69E-07,,,,
Pak1,0.967941507,10,7.61E-06,,,,
Plxnc1,0.967941507,10,9.84E-10,,,,
Tusc3,0.967941507,10,2.01E-06,,,,
Gbp7,0.967660292,10,9.75E-13,,,,
Susd3,0.967660292,10,1.30E-09,,,,
Hsd3b7,0.967660292,10,5.58E-08,,,,
Prkd1,0.967660292,10,1.56E-12,,,,
AI848100,0.967660292,10,2.31E-05,,,,
Slc6a9,0.967660292,10,5.62E-07,,,,
Foxp2,0.967379078,10,4.16E-09,,,,
Lmo1,0.967379078,10,1.51E-10,,,,
Rapgef4,0.967097863,10,4.04E-07,,,,
Daf2,0.967097863,10,4.29E-09,,,,
Clvs2,0.967097863,10,1.34E-13,,,,
Abhd13,0.966816648,10,2.34E-05,,,,
Zfp57,0.966535433,10,2.61E-05,,,,
Itsn2,0.966535433,10,2.43E-05,,,,
Smad3,0.966535433,10,1.03E-05,,,,
Gm16039,0.966535433,10,1.99E-06,,,,
Taok3,0.966254218,10,4.74E-06,,,,
Ip6k2,0.966254218,10,1.02E-05,,,,
Abl2,0.966254218,10,2.65E-05,,,,
Narg2,0.966254218,10,1.71E-05,,,,
Atp1a3,0.965973003,10,1.67E-07,,,,
Msi2,0.965973003,10,1.32E-10,,,,
AU015836,0.965973003,10,1.96E-06,,,,
Gatad2b,0.965973003,10,2.65E-05,,,,
Socs7,0.965691789,10,2.23E-05,,,,
Palb2,0.965691789,10,2.39E-05,,,,
Mtus2,0.965691789,10,4.73E-06,,,,
Mlxipl,0.965691789,10,6.80E-08,,,,
Ampd3,0.965691789,10,1.14E-11,,,,
Eif1b,0.965410574,10,2.79E-05,,,,
Tubb2a,0.965410574,10,1.34E-06,,,,
Fmnl3,0.965410574,10,1.79E-05,,,,
Rbm18,0.965410574,10,2.73E-05,,,,
Zfp955b,0.965410574,10,2.83E-05,,,,
Bmp5,0.965410574,10,5.06E-13,,,,
Xlr3c,0.965129359,10,2.64E-05,,,,
Abhd4,0.965129359,10,2.11E-05,,,,
Xlr3b,0.965129359,10,2.44E-05,,,,
2010107G23Rik,0.965129359,10,5.43E-06,,,,
Pdlim2,0.964848144,10,1.12E-07,,,,
Med22,0.964566929,10,2.93E-05,,,,
Bnc2,0.964566929,10,7.42E-07,,,,
Taf3,0.964285714,10,3.06E-05,,,,
Tshz1,0.964004499,10,1.40E-06,,,,
4930506M07Rik,0.964004499,10,8.06E-08,,,,
Bscl2,0.963723285,10,7.57E-06,,,,
Tesc,0.963723285,10,8.86E-06,,,,
Gm10512,0.963723285,10,2.38E-16,,,,
Pcbp3,0.963723285,10,2.05E-09,,,,
Pinx1,0.96344207,10,3.26E-05,,,,
Tnfsf13b,0.96287964,10,5.94E-06,,,,
Fgf9,0.96287964,10,4.47E-09,,,,
Med30,0.962598425,10,2.25E-05,,,,
Stxbp1,0.962598425,10,4.50E-07,,,,
Itpr1,0.962598425,10,9.26E-08,,,,
Fgd6,0.962598425,10,9.69E-06,,,,
Lsm10,0.962035996,10,3.31E-05,,,,
Zbtb33,0.962035996,10,1.96E-09,,,,
Dnm3,0.962035996,10,1.89E-11,,,,
Mtmr14,0.961754781,10,3.63E-05,,,,
Tmem14c,0.961192351,10,3.85E-05,,,,
Trps1,0.961192351,10,3.55E-06,,,,
Cndp1,0.961192351,10,6.18E-12,,,,
Lpl,0.961192351,10,7.72E-10,,,,
Rnf32,0.960911136,10,1.04E-08,,,,
Asxl1,0.960911136,10,3.59E-05,,,,
Asb8,0.960911136,10,3.14E-05,,,,
Sap30,0.960629921,10,3.91E-05,,,,
Ccdc28a,0.960629921,10,3.27E-05,,,,
Grm2,0.960629921,10,1.80E-09,,,,
1700042B14Rik,0.960489314,10,1.32E-25,,,,
Gm4981,0.960489314,10,6.55E-21,,,,
Rab8b,0.960348706,10,5.37E-06,,,,
Hist1h2aa,0.960348706,10,1.29E-06,,,,
Gm889,0.960348706,10,1.50E-21,,,,
Slain1,0.960067492,10,9.35E-09,,,,
Mab21l2,0.959786277,10,3.26E-17,,,,
Mipep,0.959786277,10,3.41E-05,,,,
Fam133b,0.959786277,10,4.28E-05,,,,
Cd7,0.959786277,10,2.09E-08,,,,
Elmod2,0.959505062,10,2.83E-05,,,,
Sh3bgrl,0.959505062,10,1.14E-10,,,,
Unc13b,0.959505062,10,9.32E-06,,,,
Ets2,0.959505062,10,3.89E-07,,,,
Rab3a,0.959505062,10,1.65E-07,,,,
Pabpn1l,0.959364454,10,4.27E-14,,,,
Brdt,0.959223847,10,9.98E-07,,,,
Cdkn2aipnl,0.959223847,10,4.45E-05,,,,
Tmem57,0.959223847,10,4.39E-05,,,,
Pcp4,0.95908324,10,1.62E-27,,,,
Ctnnal1,0.958942632,10,4.54E-05,,,,
Scyl2,0.958942632,10,3.74E-05,,,,
Nlgn1,0.958942632,10,2.18E-12,,,,
Ranbp9,0.958942632,10,4.54E-05,,,,
Clvs1,0.958802025,10,1.49E-19,,,,
Foxo3,0.958661417,10,1.32E-05,,,,
Det1,0.958661417,10,1.47E-05,,,,
Ccdc90a,0.958661417,10,4.49E-05,,,,
Psg20,0.958239595,10,1.68E-19,,,,
Rnf219,0.958098988,10,2.47E-12,,,,
Trim15,0.958098988,10,2.56E-21,,,,
Dusp7,0.957817773,10,3.42E-05,,,,
Fam70b,0.957536558,10,6.58E-18,,,,
Crtc3,0.957536558,10,1.49E-05,,,,
AW554918,0.957536558,10,9.10E-06,,,,
4931408C20Rik,0.957395951,10,1.98E-13,,,,
Popdc2,0.957395951,10,6.02E-13,,,,
4933403O03Rik,0.957255343,10,3.12E-21,,,,
Prr5,0.957255343,10,1.58E-05,,,,
Rab3d,0.956974128,10,3.42E-06,,,,
Spn-ps,0.956974128,10,2.08E-28,,,,
Copb1,0.956974128,10,5.24E-05,,,,
Agtpbp1,0.956974128,10,7.07E-06,,,,
Ninj1,0.956974128,10,2.38E-06,,,,
Gm7056,0.956692913,10,5.72E-10,,,,
Epn2,0.956692913,10,5.35E-05,,,,
Os9,0.956411699,10,1.63E-05,,,,
2010002M12Rik,0.956411699,10,1.28E-13,,,,
Ccdc69,0.956271091,10,8.02E-10,,,,
Zfp334,0.956130484,10,6.65E-17,,,,
Aknad1,0.956130484,10,7.21E-20,,,,
Olah,0.956130484,10,4.57E-26,,,,
Otx1,0.955989876,10,4.76E-15,,,,
Diras2,0.955989876,10,2.08E-12,,,,
Ap3m2,0.955849269,10,1.02E-14,,,,
Serpinb1c,0.955849269,10,2.43E-06,,,,
Rnf170,0.955849269,10,2.26E-05,,,,
Olfr976,0.955427447,10,2.26E-12,,,,
Hvcn1,0.955286839,10,3.60E-05,,,,
Trim35,0.955286839,10,7.83E-17,,,,
Ankrd44,0.955286839,10,8.09E-06,,,,
Mocos,0.955286839,10,2.80E-08,,,,
Pcsk5,0.955005624,10,4.59E-14,,,,
9130409I23Rik,0.954724409,10,5.68E-21,,,,
Mos,0.954724409,10,4.81E-14,,,,
Ccdc122,0.954583802,10,1.22E-21,,,,
Insm1,0.954583802,10,2.56E-12,,,,
